ILINK,ORDER_DATE,Concat_CLASS_NAME
0000062583,2017-04-14,"Jackets and Outerwear,Pants"
0000062583,2017-08-18,"Jackets and Outerwear,Pants"
0000062583,2018-04-20,"Knit Tops,Pants"
0000062583,2018-05-16,"Knit Tops,Pants"
0000062583,2019-01-21,Pants
0000062601,2017-08-29,Pants
0000062601,2018-03-07,Dresses
0000062601,2018-06-28,"Dresses,Knit Tops"
0000062601,2018-10-11,"Knit Tops,Pants"
0000062601,2018-10-20,Knit Tops
0000062601,2019-03-08,"Dresses,Pants"
0000062605,2017-02-11,Knit Tops
0000062605,2017-03-08,Woven Shirts
0000062605,2017-03-16,Knit Tops
0000062605,2017-03-16,Knit Tops
0000062605,2017-08-18,Woven Shirts
0000062605,2017-12-28,Sweaters
0000062613,2017-02-11,"Knit Tops,Pants,Sweaters"
0000062613,2018-03-15,"Knit Tops,Pants"
0000062613,2018-03-16,Pants
0000062613,2018-05-17,Jackets and Outerwear
0000062613,2018-12-05,"Fashion Scarves,Knit Tops"
0000062613,2019-02-08,Pants
0000062616,2018-04-07,"Knit Tops,Woven Shirts"
0000062616,2018-05-19,Knit Tops
0000062616,2018-06-06,Knit Tops
0000062616,2018-06-06,Knit Tops
0000062616,2018-06-18,Pants
0000062616,2018-06-18,Pants
0000062628,2017-04-28,Pants
0000062628,2017-11-08,Fashion Scarves
0000062628,2017-11-08,Sweaters
0000062628,2017-11-11,"Legwear,Pants"
0000062628,2017-11-13,Pants
0000062628,2017-12-01,Legwear
0000062628,2017-12-01,Pants
0000062628,2018-09-22,Pants
0000062628,2018-10-19,Woven Shirts
0000062628,2019-01-29,Fashion Scarves
0000062632,2017-07-05,"Dresses,Woven Shirts"
0000062632,2017-10-04,"Jackets and Outerwear,Jewelry,Knit Tops,Pants,Sweaters,Woven Shirts"
0000062632,2017-10-17,"Knit Tops,Pants,Sweaters"
0000062632,2017-12-13,Knit Tops
0000062632,2017-12-13,"Knit Tops,Pants,Sweaters,Woven Shirts"
0000062632,2018-10-12,"Jackets and Outerwear,Knit Tops,Pants,Woven Shirts"
0000062632,2018-12-04,"Fashion Scarves,Knit Tops,Legwear,Pants,Woven Shirts"
0000062632,2019-02-05,"Fashion Scarves,Knit Tops,Pants,Sweaters,Woven Shirts"
0000062632,2019-03-13,"Jackets and Outerwear,Knit Tops,Pants"
0000062658,2017-01-29,Knit Tops
0000062658,2017-10-07,Jackets and Outerwear
0000062658,2017-10-07,"Knit Tops,Pants,Sweaters"
0000062658,2017-10-07,Pants
0000062658,2017-11-11,Knit Tops
0000062658,2018-11-11,Pants
0000062658,2018-12-19,"Knit Tops,Pants"
0000062693,2017-04-20,"Knit Tops,Pants"
0000062693,2017-05-02,"Knit Tops,Pants,Skirts,Sweaters,Woven Shirts"
0000062693,2017-12-11,"Knit Tops,Woven Shirts"
0000062693,2017-12-17,"Knit Tops,Pants,Woven Shirts"
0000062693,2018-01-13,"Knit Tops,Woven Shirts"
0000062693,2019-02-13,"Jackets and Outerwear,Knit Tops,Pants,Sweaters,Woven Shirts"
0000062693,2019-02-23,"Knit Tops,Sweaters"
0000062706,2017-03-16,"Fashion Scarves,Sweaters"
0000062706,2017-10-24,Knit Tops
0000062706,2017-12-06,"Jewelry,Knit Tops"
0000062706,2018-03-20,Knit Tops
0000062706,2018-04-11,"Dresses,Jackets and Outerwear,Knit Tops,Skirts"
0000062706,2018-07-17,"Jackets and Outerwear,Knit Tops,Pants"
0000062706,2018-11-08,Sweaters
0000062706,2019-01-21,"Jewelry,Pants,Sweaters"
0000062709,2017-06-03,Pants
0000062709,2017-07-16,"Dresses,Skirts,Sweaters"
0000062709,2017-11-19,"Dresses,Knit Tops,Pants"
0000062709,2018-02-25,"Dresses,Pants"
0000062709,2018-05-28,"Knit Tops,Pants,Shoes,Skirts,Sweaters"
0000062709,2019-03-13,"Knit Tops,Pants,Sweaters"
0000062713,2017-04-02,Pants
0000062713,2017-12-16,Skirts
0000062713,2018-01-15,Sweaters
0000062713,2018-10-08,Sweaters
0000062713,2018-10-31,Pants
0000062713,2019-01-22,Pants
0000062716,2017-12-27,"Jewelry,Sweaters"
0000062716,2017-12-30,"Knit Tops,Sweaters,Woven Shirts"
0000062716,2018-02-27,Knit Tops
0000062716,2018-05-16,Knit Tops
0000062716,2018-12-30,"Dresses,Knit Tops,Pants,Skirts,Sweaters,Woven Shirts"
0000062716,2019-01-11,Skirts
0000062719,2017-05-14,Sweaters
0000062719,2017-06-29,Dresses
0000062719,2018-04-28,"Dresses,Sweaters,Woven Shirts"
0000062719,2018-05-07,Woven Shirts
0000062719,2018-08-31,"Jewelry,Knit Tops"
0000062719,2019-02-06,"Knit Tops,Sweaters"
0000062750,2017-08-24,Knit Tops
0000062750,2017-09-05,Knit Tops
0000062750,2017-09-11,Knit Tops
0000062750,2017-11-11,Knit Tops
0000062750,2018-08-26,"Jewelry,Skirts,Woven Shirts"
0000062750,2018-08-26,Knit Tops
0000062750,2018-09-03,"Jewelry,Woven Shirts"
0000062750,2018-09-12,"Dresses,Jewelry"
0000062750,2018-09-15,Dresses
0000062787,2017-07-21,"Pants,Sweaters,Woven Shirts"
0000062787,2017-07-29,"Sweaters,Woven Shirts"
0000062787,2018-12-22,"Fashion Scarves,Jackets and Outerwear,Jewelry,Knit Tops,Pants,Sweaters"
0000062787,2018-12-22,Sweaters
0000062787,2019-03-15,"Fashion Scarves,Knit Tops,Pants,Sweaters"
0000062787,2019-03-15,Knit Tops
0000062788,2017-05-14,"Knit Tops,Pants,Woven Shirts"
0000062788,2017-06-05,"Jewelry,Knit Tops,Pants"
0000062788,2017-09-11,"Jackets and Outerwear,Pants,Shoes,Sweaters"
0000062788,2017-10-09,"Pants,Woven Shirts"
0000062788,2017-12-11,"Fashion Scarves,Pants,Sweaters"
0000062788,2018-01-15,"Pants,Shoes"
0000062788,2018-05-25,Pants
0000062788,2018-06-05,"Pants,Woven Shirts"
0000062788,2018-07-15,"Pants,Sweaters,Woven Shirts"
0000062821,2017-05-14,Jackets and Outerwear
0000062821,2017-05-14,"Jackets and Outerwear,Knit Tops"
0000062821,2018-01-18,Knit Tops
0000062821,2018-06-29,"Jackets and Outerwear,Knit Tops,Woven Shirts"
0000062821,2018-08-25,"Jackets and Outerwear,Knit Tops"
0000062821,2018-09-25,"Knit Tops,Woven Shirts"
0000062821,2018-10-30,"Jewelry,Legwear"
0000062821,2019-01-29,"Dresses,Knit Tops"
0000062826,2017-02-05,Sweaters
0000062826,2017-05-14,Pants
0000062826,2017-07-21,"Knit Tops,Woven Shirts"
0000062826,2017-07-31,Shoes
0000062826,2018-03-30,"Fashion Scarves,Knit Tops"
0000062826,2019-02-18,Woven Shirts
0000062826,2019-03-13,Pants
0000062899,2017-02-25,"Knit Tops,Pants"
0000062899,2017-07-10,Knit Tops
0000062899,2017-07-15,Knit Tops
0000062899,2017-12-24,"Legwear,Pants,Woven Shirts"
0000062899,2018-01-21,Woven Shirts
0000062899,2018-12-30,"Dresses,Fashion Scarves,Legwear"
0000062899,2019-01-12,Dresses
0000062899,2019-01-12,Legwear
0000062899,2019-02-04,Legwear
0000062916,2017-04-27,Sweaters
0000062916,2017-07-13,Knit Tops
0000062916,2018-01-15,"Knit Tops,Seasonal,Woven Shirts"
0000062916,2018-07-10,"Dresses,Knit Tops,Pants,Woven Shirts"
0000062916,2019-01-17,Jackets and Outerwear
0000062916,2019-01-17,Knit Tops
0000062988,2017-03-11,"Pants,Shoes,Skirts,Woven Shirts"
0000062988,2017-03-26,"Pants,Shoes"
0000062988,2017-06-18,"Knit Tops,Woven Shirts"
0000062988,2017-06-25,Pants
0000062988,2017-07-07,"Knit Tops,Pants,Skirts,Sweaters"
0000062988,2017-10-15,"Dresses,Knit Tops,Pants,Skirts,Sweaters"
0000062988,2018-03-04,"Dresses,Jackets and Outerwear,Sleepwear"
0000062988,2018-07-04,"Pants,Sleepwear"
0000063027,2017-02-16,Sweaters
0000063027,2017-03-08,"Dresses,Sweaters"
0000063027,2017-09-05,"Skirts,Sweaters"
0000063027,2018-03-30,"Knit Tops,Skirts"
0000063027,2018-08-31,"Fashion Scarves,Knit Tops,Sweaters,Woven Shirts"
0000063027,2018-09-15,"Knit Tops,Skirts"
0000063033,2017-04-18,Pants
0000063033,2017-05-16,"Jackets and Outerwear,Pants"
0000063033,2017-05-17,Pants
0000063033,2017-07-21,"Knit Tops,Skirts,Sweaters,Woven Shirts"
0000063033,2017-08-11,"Knit Tops,Pants,Woven Shirts"
0000063033,2018-05-21,"Pants,Ponchos and Wraps,Woven Shirts"
0000063033,2018-06-21,"Pants,Woven Shirts"
0000063033,2018-07-09,Pants
0000063044,2017-04-04,"Dresses,Ponchos and Wraps"
0000063044,2017-04-09,Ponchos and Wraps
0000063044,2017-05-27,"Dresses,Fashion Scarves"
0000063044,2017-11-06,"Fashion Scarves,Jewelry"
0000063044,2018-04-26,"Fashion Scarves,Knit Tops"
0000063044,2018-04-27,"Fashion Scarves,Jewelry"
0000063051,2017-06-07,"Knit Tops,Sweaters"
0000063051,2017-08-11,Pants
0000063051,2018-03-18,"Knit Tops,Pants"
0000063051,2018-10-12,"Knit Tops,Pants"
0000063051,2018-10-29,Knit Tops
0000063051,2018-10-29,"Knit Tops,Pants"
0000063073,2017-05-05,Knit Tops
0000063073,2017-08-15,Fashion Scarves
0000063073,2017-09-04,Dresses
0000063073,2018-01-06,"Jewelry,Sweaters"
0000063073,2018-04-24,"Jewelry,Woven Shirts"
0000063073,2018-07-17,"Jackets and Outerwear,Knit Tops"
0000063073,2018-12-28,"Knit Tops,Woven Shirts"
0000063073,2019-01-31,Knit Tops
0000063089,2017-04-25,"Knit Tops,Sleepwear"
0000063089,2017-07-25,Knit Tops
0000063089,2017-07-25,Skirts
0000063089,2017-09-05,"Dresses,Skirts,Sweaters"
0000063089,2018-02-13,Knit Tops
0000063089,2018-04-22,"Dresses,Knit Tops"
0000063089,2018-08-31,Skirts
0000063089,2018-12-23,"Knit Tops,Pants,Sweaters"
0000063096,2017-03-28,"Jewelry,Woven Shirts"
0000063096,2017-05-28,"Knit Tops,Pants"
0000063096,2017-06-22,"Jewelry,Knit Tops"
0000063096,2017-07-27,Knit Tops
0000063096,2017-12-21,Knit Tops
0000063096,2018-07-17,Jewelry
0000063133,2017-03-09,"Jackets and Outerwear,Jewelry,Knit Tops,Pants,Shoes,Sweaters"
0000063133,2017-04-15,"Knit Tops,Pants,Sweaters"
0000063133,2017-04-22,"Jackets and Outerwear,Jewelry,Knit Tops,Pants,Sweaters"
0000063133,2017-05-14,Pants
0000063133,2017-06-30,"Jackets and Outerwear,Knit Tops,Pants,Woven Shirts"
0000063133,2017-10-08,"Boots,Dresses,Ponchos and Wraps"
0000063133,2018-01-06,Pants
0000063134,2017-03-06,Knit Tops
0000063134,2017-03-06,"Knit Tops,Pants"
0000063134,2017-08-20,Knit Tops
0000063134,2018-03-19,"Knit Tops,Pants"
0000063134,2018-05-07,Knit Tops
0000063134,2019-02-09,Jackets and Outerwear
0000063134,2019-03-07,Knit Tops
0000063134,2019-03-07,Sweaters
0000063136,2017-04-04,"Pants,Sweaters"
0000063136,2017-04-30,Sweaters
0000063136,2017-05-19,Knit Tops
0000063136,2017-06-11,Pants
0000063136,2017-06-11,Woven Shirts
0000063136,2017-06-15,Woven Shirts
0000063137,2017-03-29,Sweaters
0000063137,2017-10-22,"Knit Tops,Pants"
0000063137,2017-11-25,"Dresses,Jewelry,Knit Tops,Ponchos and Wraps,Seasonal"
0000063137,2018-01-10,Seasonal
0000063137,2018-09-28,"Pants,Sweaters"
0000063137,2018-10-03,"Pants,Sweaters"
0000063137,2018-10-03,"Pants,Sweaters"
0000063138,2017-03-07,"Knit Tops,Pants,Sweaters"
0000063138,2017-07-24,"Dresses,Knit Tops"
0000063138,2017-07-24,Pants
0000063138,2017-10-30,"Knit Tops,Woven Shirts"
0000063138,2017-12-11,"Dresses,Pants,Skirts,Sweaters"
0000063138,2018-03-15,Knit Tops
0000063138,2018-03-15,Knit Tops
0000063163,2017-03-01,Pants
0000063163,2017-03-01,Pants
0000063163,2017-03-30,Woven Shirts
0000063163,2018-03-29,"Knit Tops,Woven Shirts"
0000063163,2018-04-26,"Knit Tops,Pants"
0000063163,2018-06-17,Knit Tops
0000063186,2017-05-10,"Knit Tops,Pants,Sweaters"
0000063186,2017-07-06,"Knit Tops,Sweaters"
0000063186,2017-07-06,"Sweaters,Woven Shirts"
0000063186,2017-07-26,Woven Shirts
0000063186,2017-10-02,Sweaters
0000063186,2017-10-28,"Knit Tops,Sweaters,Woven Shirts"
0000063186,2017-10-30,Knit Tops
0000063186,2017-11-01,Sweaters
0000063186,2017-12-21,Knit Tops
0000063186,2018-06-05,Knit Tops
0000063199,2017-03-07,"Dresses,Knit Tops,Pants,Sweaters"
0000063199,2017-06-09,Woven Shirts
0000063199,2018-01-12,"Knit Tops,Pants,Sweaters,Woven Shirts"
0000063199,2018-03-28,"Knit Tops,Woven Shirts"
0000063199,2018-05-09,Knit Tops
0000063199,2018-07-06,Sweaters
0000063199,2018-10-03,"Legwear,Pants"
0000063199,2018-11-15,Knit Tops
0000063199,2019-02-07,"Knit Tops,Woven Shirts"
0000063237,2017-04-23,"Dresses,Sweaters"
0000063237,2018-01-17,Pants
0000063237,2018-02-21,"Knit Tops,Sweaters"
0000063237,2018-02-27,"Knit Tops,Skirts,Sweaters"
0000063237,2018-03-30,"Knit Tops,Skirts,Sweaters"
0000063237,2018-04-25,"Knit Tops,Sweaters"
0000063237,2018-07-07,"Knit Tops,Woven Shirts"
0000063237,2018-07-20,"Jewelry,Knit Tops,Woven Shirts"
0000063253,2018-07-04,"Dresses,Knit Tops"
0000063253,2018-07-20,"Dresses,Knit Tops"
0000063253,2018-07-20,Knit Tops
0000063253,2018-08-01,"Dresses,Woven Shirts"
0000063253,2019-01-09,"Pants,Woven Shirts"
0000063253,2019-01-11,"Jackets and Outerwear,Pants,Woven Shirts"
0000063253,2019-01-12,Woven Shirts
0000063253,2019-01-28,Pants
0000063253,2019-01-28,Woven Shirts
0000063253,2019-02-08,"Knit Tops,Woven Shirts"
0000063261,2017-06-03,Knit Tops
0000063261,2017-11-04,Knit Tops
0000063261,2017-11-04,"Knit Tops,Pants,Woven Shirts"
0000063261,2017-12-21,Knit Tops
0000063261,2018-01-27,"Sweaters,Woven Shirts"
0000063261,2018-07-04,"Dresses,Knit Tops,Skirts,Sweaters"
0000063261,2018-09-21,"Knit Tops,Pants"
0000063261,2019-02-22,"Dresses,Fashion Scarves,Knit Tops"
0000063279,2017-09-08,Knit Tops
0000063279,2017-10-04,Pants
0000063279,2017-10-11,Pants
0000063279,2017-10-11,Pants
0000063279,2018-04-20,"Knit Tops,Pants,Sweaters"
0000063279,2018-04-24,"Knit Tops,Pants,Sweaters"
0000063279,2018-08-10,Knit Tops
0000063284,2017-03-29,Jewelry
0000063284,2017-04-25,"Knit Tops,Pants"
0000063284,2017-06-23,"Dresses,Knit Tops"
0000063284,2017-07-21,Knit Tops
0000063284,2017-08-15,"Knit Tops,Ponchos and Wraps,Woven Shirts"
0000063284,2017-12-31,Fashion Scarves
0000063284,2018-06-17,Jackets and Outerwear
0000063284,2018-06-17,Pants
0000063284,2018-12-17,"Knit Tops,Pants"
0000063284,2018-12-20,Knit Tops
0000063304,2017-04-17,"Knit Tops,Pants,Sweaters"
0000063304,2017-04-27,Sweaters
0000063304,2017-05-11,Knit Tops
0000063304,2017-09-04,"Dresses,Skirts,Sweaters"
0000063304,2017-09-18,Skirts
0000063304,2017-12-20,"Pants,Sleepwear,Sweaters"
0000063304,2018-04-11,"Dresses,Knit Tops"
0000063304,2018-07-19,"Jewelry,Knit Tops"
0000063308,2017-07-20,Dresses
0000063308,2017-10-20,Dresses
0000063308,2018-04-11,Jewelry
0000063308,2018-04-29,"Jackets and Outerwear,Knit Tops,Woven Shirts"
0000063308,2018-05-27,"Jewelry,Knit Tops,Woven Shirts"
0000063308,2018-06-10,Dresses
0000063308,2018-07-10,Dresses
0000063308,2018-07-10,"Jackets and Outerwear,Knit Tops"
0000063317,2017-01-29,"Knit Tops,Pants,Skirts,Woven Shirts"
0000063317,2017-05-13,"Pants,Sweaters"
0000063317,2017-06-21,"Knit Tops,Pants"
0000063317,2017-07-09,"Knit Tops,Pants,Sweaters"
0000063317,2018-01-07,"Legwear,Sleepwear,Sweaters"
0000063317,2018-01-14,"Sleepwear,Woven Shirts"
0000063317,2018-02-27,"Pants,Woven Shirts"
0000063317,2018-04-04,"Jewelry,Knit Tops,Sweaters"
0000063317,2018-04-08,"Pants,Sweaters"
0000063317,2018-12-27,"Jackets and Outerwear,Sweaters"
0000063319,2017-05-12,"Knit Tops,Shoes,Sweaters"
0000063319,2017-05-30,Pants
0000063319,2017-10-03,"Pants,Sweaters"
0000063319,2018-01-10,"Dresses,Jackets and Outerwear,Knit Tops"
0000063319,2018-05-11,"Sweaters,Woven Shirts"
0000063319,2018-05-18,"Knit Tops,Woven Shirts"
0000063319,2019-02-09,"Knit Tops,Pants,Woven Shirts"
0000063319,2019-02-25,Sweaters
0000063356,2017-05-13,"Skirts,Woven Shirts"
0000063356,2017-05-29,"Knit Tops,Woven Shirts"
0000063356,2017-05-29,"Skirts,Woven Shirts"
0000063356,2017-11-22,"Knit Tops,Legwear,Pants"
0000063356,2018-01-31,Pants
0000063356,2018-06-20,"Pants,Woven Shirts"
0000063356,2018-06-20,"Pants,Woven Shirts"
0000063369,2017-03-02,Pants
0000063369,2017-04-20,"Pants,Sweaters"
0000063369,2017-05-02,Pants
0000063369,2017-05-11,"Knit Tops,Sweaters"
0000063369,2017-08-18,"Jackets and Outerwear,Sweaters"
0000063369,2017-08-26,Knit Tops
0000063369,2018-02-08,Sweaters
0000063369,2018-05-07,Knit Tops
0000063369,2018-08-29,Pants
0000063369,2018-12-03,Pants
0000063378,2017-02-09,"Dresses,Knit Tops"
0000063378,2017-02-13,Woven Shirts
0000063378,2018-01-26,"Knit Tops,Pants"
0000063378,2018-02-04,Pants
0000063378,2018-06-22,"Knit Tops,Woven Shirts"
0000063378,2018-08-25,"Dresses,Knit Tops"
0000063387,2017-03-19,"Knit Tops,Pants"
0000063387,2017-04-27,"Knit Tops,Pants,Ponchos and Wraps"
0000063387,2017-10-02,"Jackets and Outerwear,Pants"
0000063387,2018-01-02,"Knit Tops,Pants"
0000063387,2018-02-27,"Knit Tops,Pants"
0000063387,2018-05-02,Knit Tops
0000063387,2018-09-27,Knit Tops
0000063388,2017-03-10,"Jewelry,Knit Tops,Sweaters"
0000063388,2017-06-24,Woven Shirts
0000063388,2017-12-23,"Fashion Scarves,Knit Tops"
0000063388,2018-01-07,Knit Tops
0000063388,2018-01-31,"Pants,Sweaters"
0000063388,2018-03-08,"Fashion Scarves,Pants,Sweaters"
0000063388,2018-05-24,Dresses
0000063388,2018-12-01,"Jewelry,Knit Tops,Sweaters"
0000063394,2017-06-10,Knit Tops
0000063394,2017-07-22,"Knit Tops,Woven Shirts"
0000063394,2017-09-15,Knit Tops
0000063394,2018-04-24,Jewelry
0000063394,2018-07-06,"Knit Tops,Pants"
0000063394,2018-09-18,Knit Tops
0000063406,2017-04-12,"Knit Tops,Pants"
0000063406,2017-04-28,Pants
0000063406,2017-07-02,Woven Shirts
0000063406,2017-09-28,"Pants,Sweaters"
0000063406,2018-05-13,"Knit Tops,Pants,Woven Shirts"
0000063406,2019-02-09,"Knit Tops,Pants,Sweaters"
0000063406,2019-02-26,"Pants,Woven Shirts"
0000063424,2017-03-06,"Knit Tops,Sweaters,Woven Shirts"
0000063424,2017-05-09,"Knit Tops,Shoes,Skirts,Sleepwear"
0000063424,2017-11-27,"Fashion Scarves,Jewelry,Knit Tops,Shoes,Sleepwear"
0000063424,2018-01-09,Sweaters
0000063424,2018-09-14,"Jewelry,Knit Tops,Sweaters"
0000063424,2018-09-18,"Knit Tops,Sweaters"
0000063424,2018-10-07,"Shoes,Sleepwear"
0000063427,2017-10-19,"Knit Tops,Sweaters"
0000063427,2018-05-12,"Pants,Woven Shirts"
0000063427,2018-05-16,"Pants,Woven Shirts"
0000063427,2018-07-05,Sweaters
0000063427,2018-08-18,"Dresses,Knit Tops"
0000063427,2018-10-06,"Knit Tops,Sweaters"
0000063427,2019-03-07,Knit Tops
0000063434,2017-06-11,Knit Tops
0000063434,2017-06-11,"Knit Tops,Pants,Sweaters,Woven Shirts"
0000063434,2017-09-03,"Knit Tops,Pants"
0000063434,2017-11-24,"Pants,Sweaters"
0000063434,2017-12-21,Jewelry
0000063434,2018-03-17,"Fashion Scarves,Pants"
0000063434,2018-03-31,Pants
0000063434,2018-03-31,Pants
0000063434,2018-09-10,"Fashion Scarves,Pants,Sweaters"
0000063434,2018-12-28,Sweaters
0000063467,2017-02-16,"Knit Tops,Pants,Shoes"
0000063467,2017-03-30,"Knit Tops,Pants"
0000063467,2017-04-29,"Knit Tops,Pants,Skirts"
0000063467,2017-04-30,"Dresses,Jackets and Outerwear,Knit Tops,Pants,Shoes,Skirts"
0000063467,2017-06-12,"Jewelry,Skirts"
0000063467,2017-07-27,"Dresses,Knit Tops,Pants"
0000063467,2017-07-29,"Dresses,Knit Tops"
0000063467,2017-08-03,Knit Tops
0000063467,2017-09-11,Knit Tops
0000063467,2018-01-22,"Jackets and Outerwear,Knit Tops,Pants"
0000063476,2017-06-02,"Dresses,Knit Tops,Sweaters"
0000063476,2017-10-26,"Knit Tops,Pants"
0000063476,2017-11-04,Pants
0000063476,2017-11-15,Pants
0000063476,2018-04-10,"Knit Tops,Pants,Skirts"
0000063476,2018-04-14,Shoes
0000063476,2018-04-17,Pants
0000063476,2018-11-17,"Fashion Scarves,Skirts"
0000063484,2017-03-19,"Knit Tops,Pants"
0000063484,2017-05-10,Pants
0000063484,2017-09-09,"Jewelry,Pants,Sweaters,Woven Shirts"
0000063484,2018-05-08,"Handbags,Knit Tops,Pants,Shoes,Sweaters,Woven Shirts"
0000063484,2018-07-10,Knit Tops
0000063484,2018-08-29,"Jackets and Outerwear,Knit Tops"
0000063484,2018-09-06,"Pants,Woven Shirts"
0000063484,2018-09-14,"Knit Tops,Pants"
0000063484,2018-10-11,"Knit Tops,Sweaters"
0000063484,2018-11-19,"Jackets and Outerwear,Knit Tops"
0000063485,2017-04-12,Knit Tops
0000063485,2017-07-08,"Knit Tops,Woven Shirts"
0000063485,2017-07-15,Knit Tops
0000063485,2017-11-10,"Pants,Sweaters"
0000063485,2018-06-30,"Dresses,Jewelry,Knit Tops,Pants,Sweaters,Woven Shirts"
0000063485,2019-02-07,Jewelry
0000063486,2017-10-30,Knit Tops
0000063486,2018-02-24,Knit Tops
0000063486,2018-03-03,Knit Tops
0000063486,2018-06-06,Knit Tops
0000063486,2018-06-09,"Dresses,Knit Tops,Sweaters,Woven Shirts"
0000063486,2018-06-24,Knit Tops
0000063486,2018-06-30,Knit Tops
0000063490,2018-02-19,"Knit Tops,Sweaters"
0000063490,2018-09-01,Knit Tops
0000063490,2018-09-03,Knit Tops
0000063490,2018-09-03,Knit Tops
0000063490,2018-12-28,"Knit Tops,Shoes"
0000063490,2019-01-05,"Knit Tops,Pants"
0000063490,2019-01-11,"Knit Tops,Pants"
0000063490,2019-01-24,Knit Tops
0000063490,2019-01-24,"Knit Tops,Pants"
0000063508,2017-10-09,Knit Tops
0000063508,2017-10-16,Knit Tops
0000063508,2017-11-09,Pants
0000063508,2018-03-27,Knit Tops
0000063508,2018-09-25,Knit Tops
0000063508,2018-11-16,Knit Tops
0000063508,2018-11-26,Knit Tops
0000063508,2018-11-26,Knit Tops
0000063513,2017-12-26,"Knit Tops,Pants"
0000063513,2018-01-03,"Dresses,Jackets and Outerwear,Knit Tops,Pants,Sweaters,Woven Shirts"
0000063513,2018-01-31,Knit Tops
0000063513,2018-07-16,"Dresses,Sweaters"
0000063513,2018-11-04,Dresses
0000063513,2018-11-26,"Jewelry,Knit Tops,Pants,Woven Shirts"
0000063513,2019-01-16,Sweaters
0000063513,2019-02-08,"Knit Tops,Pants"
0000063546,2017-04-24,"Knit Tops,Pants"
0000063546,2017-04-29,Pants
0000063546,2017-07-15,Dresses
0000063546,2017-09-30,Woven Shirts
0000063546,2017-12-18,Woven Shirts
0000063546,2018-02-03,Knit Tops
0000063546,2018-02-14,Knit Tops
0000063546,2018-02-14,Knit Tops
0000063546,2018-03-24,Knit Tops
0000063546,2018-05-23,Pants
0000063573,2017-05-06,"Knit Tops,Skirts,Sweaters,Woven Shirts"
0000063573,2017-06-18,"Jewelry,Knit Tops,Woven Shirts"
0000063573,2017-10-01,"Jewelry,Woven Shirts"
0000063573,2018-10-08,"Boots,Jackets and Outerwear,Jewelry,Shoes,Sweaters,Woven Shirts"
0000063573,2018-11-11,"Fashion Scarves,Jewelry,Knit Tops,Sweaters,Woven Shirts"
0000063573,2018-11-26,"Knit Tops,Seasonal,Sweaters"
0000063577,2017-03-25,"Dresses,Knit Tops,Pants"
0000063577,2017-03-26,Jackets and Outerwear
0000063577,2017-07-12,"Knit Tops,Pants,Woven Shirts"
0000063577,2017-09-03,Sweaters
0000063577,2017-12-12,"Knit Tops,Pants,Seasonal,Sweaters"
0000063577,2018-01-11,"Jackets and Outerwear,Knit Tops,Pants,Sweaters"
0000063577,2018-03-11,"Knit Tops,Pants"
0000063577,2018-09-08,"Knit Tops,Pants"
0000063577,2019-01-18,"Knit Tops,Pants"
0000063577,2019-02-25,"Dresses,Knit Tops,Pants,Sweaters"
0000063582,2017-02-26,Boots
0000063582,2017-03-03,Dresses
0000063582,2017-03-07,"Boots,Shoes"
0000063582,2017-04-17,Boots
0000063582,2018-04-01,"Pants,Woven Shirts"
0000063582,2018-04-06,Pants
0000063608,2017-03-10,"Jackets and Outerwear,Knit Tops,Pants,Woven Shirts"
0000063608,2017-04-04,"Knit Tops,Sweaters"
0000063608,2017-07-11,"Dresses,Knit Tops"
0000063608,2017-08-24,"Knit Tops,Shoes,Sweaters"
0000063608,2017-12-17,"Knit Tops,Shoes,Woven Shirts"
0000063608,2018-03-12,"Knit Tops,Pants"
0000063608,2018-07-04,"Jackets and Outerwear,Woven Shirts"
0000063608,2018-12-03,"Jewelry,Knit Tops,Sweaters,Woven Shirts"
0000063608,2019-01-09,"Fashion Scarves,Knit Tops"
0000063609,2017-05-12,Knit Tops
0000063609,2017-10-01,Knit Tops
0000063609,2018-02-18,Knit Tops
0000063609,2018-07-12,Knit Tops
0000063609,2018-08-09,Knit Tops
0000063609,2019-02-05,Knit Tops
0000063617,2017-10-19,"Boots,Knit Tops,Sweaters"
0000063617,2017-11-20,"Knit Tops,Pants"
0000063617,2017-12-20,"Knit Tops,Pants,Sweaters"
0000063617,2018-02-04,Pants
0000063617,2018-12-08,"Shoes,Sleepwear"
0000063617,2018-12-13,"Knit Tops,Pants"
0000063617,2019-03-06,"Knit Tops,Legwear,Pants,Ponchos and Wraps"
0000063621,2017-04-12,Pants
0000063621,2017-04-16,Pants
0000063621,2017-10-04,"Pants,Sweaters"
0000063621,2017-12-06,"Fashion Scarves,Jewelry"
0000063621,2018-05-10,"Shoes,Sweaters"
0000063621,2018-05-26,Shoes
0000063627,2017-04-27,"Jewelry,Knit Tops,Pants,Woven Shirts"
0000063627,2017-04-30,"Knit Tops,Woven Shirts"
0000063627,2017-07-21,Knit Tops
0000063627,2017-09-17,Knit Tops
0000063627,2017-10-31,"Fashion Scarves,Pants,Sweaters"
0000063627,2017-11-03,"Fashion Scarves,Sweaters"
0000063627,2017-11-03,Jackets and Outerwear
0000063627,2018-01-06,"Jackets and Outerwear,Knit Tops,Sweaters"
0000063627,2018-04-04,Knit Tops
0000063627,2018-11-26,Knit Tops
0000063638,2017-03-30,"Dresses,Jackets and Outerwear"
