ILINK,ORDER_DATE,Concat_CLASS_NAME
0000000004,2017-05-09,"Fashion Scarves,Knit Tops,Pants"
0000000004,2017-05-14,"Knit Tops,Pants"
0000000004,2017-05-29,"Fashion Scarves,Knit Tops,Pants"
0000000004,2017-11-15,"Fashion Scarves,Jewelry,Pants"
0000000004,2017-11-22,"Fashion Scarves,Knit Tops,Pants,Woven Shirts"
0000000004,2017-12-31,"Knit Tops,Pants,Sweaters"
0000000004,2018-06-01,"Knit Tops,Pants"
0000000004,2018-07-08,"Pants,Skirts"
0000000004,2018-10-28,"Pants,Ponchos and Wraps,Sweaters"
0000000023,2017-07-17,"Fashion Scarves,Jewelry"
0000000023,2017-07-19,Pants
0000000023,2017-12-07,"Jewelry,Knit Tops,Legwear"
0000000023,2017-12-17,"Jewelry,Legwear"
0000000023,2017-12-22,Woven Shirts
0000000023,2018-03-11,Knit Tops
0000000023,2018-03-14,Knit Tops
0000000023,2018-12-16,"Legwear,Seasonal"
0000000023,2018-12-26,"Jewelry,Knit Tops,Legwear"
0000000023,2019-01-01,"Jewelry,Knit Tops,Legwear"
0000000049,2017-03-15,"Knit Tops,Pants"
0000000049,2017-04-12,Pants
0000000049,2017-05-10,"Pants,Ponchos and Wraps,Sweaters"
0000000049,2018-11-10,Pants
0000000049,2018-11-10,"Pants,Ponchos and Wraps,Woven Shirts"
0000000049,2018-11-10,Woven Shirts
0000000049,2019-03-13,Woven Shirts
0000000723,2017-05-31,Woven Shirts
0000000723,2017-09-26,Knit Tops
0000000723,2017-10-06,Woven Shirts
0000000723,2017-12-16,Jackets and Outerwear
0000000723,2018-02-17,Jackets and Outerwear
0000000723,2018-02-19,"Sweaters,Woven Shirts"
0000000723,2018-02-28,"Jewelry,Sweaters,Woven Shirts"
0000000723,2018-03-11,"Knit Tops,Sweaters"
0000000723,2018-05-29,Sweaters
0000000730,2017-05-01,Pants
0000000730,2017-05-01,Pants
0000000730,2017-05-01,"Pants,Woven Shirts"
0000000730,2017-05-15,Fashion Scarves
0000000730,2017-05-15,Pants
0000000730,2017-12-10,Knit Tops
0000000730,2017-12-28,Sweaters
0000000730,2018-05-17,Knit Tops
0000000730,2018-05-17,"Knit Tops,Pants"
0000000730,2018-05-30,Knit Tops
0000000737,2017-06-29,"Knit Tops,Pants,Skirts"
0000000737,2017-07-02,"Knit Tops,Pants,Skirts"
0000000737,2017-10-02,"Dresses,Knit Tops,Pants,Sweaters"
0000000737,2017-10-02,Knit Tops
0000000737,2017-10-23,"Knit Tops,Pants"
0000000737,2018-03-31,"Dresses,Knit Tops,Pants,Sweaters"
0000000737,2018-03-31,Knit Tops
0000000737,2018-03-31,"Knit Tops,Shoes"
0000000742,2017-02-13,"Jackets and Outerwear,Knit Tops,Pants"
0000000742,2017-02-20,Knit Tops
0000000742,2017-07-01,"Dresses,Knit Tops,Pants,Skirts"
0000000742,2017-09-09,"Jewelry,Knit Tops"
0000000742,2017-11-04,"Pants,Woven Shirts"
0000000742,2018-01-15,"Jackets and Outerwear,Knit Tops"
0000000742,2018-04-23,Knit Tops
0000000755,2017-12-31,"Dresses,Knit Tops,Sweaters,Woven Shirts"
0000000755,2018-01-19,Knit Tops
0000000755,2018-04-11,"Knit Tops,Skirts"
0000000755,2018-04-29,"Fashion Scarves,Knit Tops"
0000000755,2018-06-24,Knit Tops
0000000755,2018-06-30,Sweaters
0000000755,2018-07-17,"Pants,Sweaters,Woven Shirts"
0000000760,2017-05-12,"Knit Tops,Pants"
0000000760,2017-05-22,Pants
0000000760,2017-05-22,Ponchos and Wraps
0000000760,2017-05-24,Knit Tops
0000000760,2017-07-08,Ponchos and Wraps
0000000760,2017-07-13,"Knit Tops,Pants"
0000000760,2017-11-19,"Skirts,Sweaters"
0000000760,2018-01-03,"Skirts,Woven Shirts"
0000000760,2018-02-05,Woven Shirts
0000000760,2018-02-05,Woven Shirts
0000000761,2017-10-13,"Jewelry,Knit Tops,Woven Shirts"
0000000761,2017-10-29,Jewelry
0000000761,2018-06-28,"Knit Tops,Woven Shirts"
0000000761,2018-08-23,Knit Tops
0000000761,2018-08-28,Knit Tops
0000000761,2018-12-12,Knit Tops
0000000761,2018-12-31,"Knit Tops,Sweaters"
0000000761,2019-01-31,Pants
0000000763,2017-06-27,Dresses
0000000763,2017-07-06,"Dresses,Knit Tops,Pants,Sweaters,Woven Shirts"
0000000763,2017-10-16,"Dresses,Knit Tops,Sweaters"
0000000763,2018-07-20,Dresses
0000000763,2019-01-04,"Knit Tops,Pants,Ponchos and Wraps,Woven Shirts"
0000000763,2019-01-13,"Dresses,Knit Tops,Pants"
0000000780,2017-04-04,Sweaters
0000000780,2017-07-21,Knit Tops
0000000780,2018-01-29,"Skirts,Woven Shirts"
0000000780,2018-03-28,"Dresses,Fashion Scarves,Jackets and Outerwear,Jewelry,Knit Tops,Skirts,Sweaters"
0000000780,2018-05-01,"Dresses,Pants,Sweaters"
0000000780,2018-05-22,Sweaters
0000000780,2018-06-07,Dresses
0000000780,2018-10-29,"Knit Tops,Skirts"
0000000780,2018-10-29,Sweaters
0000000780,2018-11-29,"Knit Tops,Woven Shirts"
0000000806,2017-05-07,"Knit Tops,Pants"
0000000806,2018-02-22,"Knit Tops,Sweaters"
0000000806,2018-02-22,Pants
0000000806,2018-03-27,"Dresses,Jackets and Outerwear"
0000000806,2018-05-31,"Dresses,Jackets and Outerwear"
0000000806,2018-07-10,Dresses
0000000806,2018-08-31,"Pants,Sweaters"
0000000818,2017-06-01,Shoes
0000000818,2017-08-04,"Jewelry,Pants"
0000000818,2018-02-11,Pants
0000000818,2018-04-23,"Jackets and Outerwear,Knit Tops,Skirts"
0000000818,2018-05-02,"Jackets and Outerwear,Skirts"
0000000818,2018-05-02,"Knit Tops,Sweaters"
0000000932,2017-03-25,"Skirts,Sweaters"
0000000932,2017-08-22,Sweaters
0000000932,2017-12-27,"Fashion Scarves,Woven Shirts"
0000000932,2018-01-04,Woven Shirts
0000000932,2018-06-16,Sweaters
0000000932,2018-07-27,Sweaters
0000000932,2018-11-19,Fashion Scarves
0000001028,2017-06-30,Pants
0000001028,2017-09-16,"Knit Tops,Pants"
0000001028,2018-03-09,"Jackets and Outerwear,Pants,Woven Shirts"
0000001028,2018-10-25,"Knit Tops,Pants"
0000001028,2018-12-16,Pants
0000001028,2019-02-26,"Pants,Sweaters,Woven Shirts"
0000001116,2017-05-20,"Knit Tops,Pants,Sleepwear"
0000001116,2017-10-12,Sleepwear
0000001116,2017-12-29,"Knit Tops,Sleepwear"
0000001116,2018-01-26,Knit Tops
0000001116,2018-05-28,Pants
0000001116,2018-06-23,Knit Tops
0000001116,2018-06-26,Knit Tops
0000001116,2018-11-07,Sleepwear
0000001129,2017-02-08,Sweaters
0000001129,2017-11-11,Jackets and Outerwear
0000001129,2017-12-02,Sweaters
0000001129,2017-12-23,Sweaters
0000001129,2018-01-13,Sweaters
0000001129,2018-02-19,Fashion Scarves
0000001129,2018-02-19,Sweaters
0000001131,2017-02-20,Sweaters
0000001131,2017-04-22,"Knit Tops,Pants,Sweaters"
0000001131,2017-11-02,"Knit Tops,Sweaters"
0000001131,2018-04-15,"Jackets and Outerwear,Sweaters"
0000001131,2018-06-07,"Jackets and Outerwear,Jewelry,Knit Tops,Sweaters"
0000001131,2018-11-23,"Knit Tops,Sweaters"
0000001384,2017-08-24,"Dresses,Sweaters"
0000001384,2017-09-05,"Dresses,Skirts"
0000001384,2017-11-15,"Dresses,Sweaters"
0000001384,2017-12-04,"Dresses,Knit Tops,Skirts"
0000001384,2018-03-05,"Pants,Sweaters,Woven Shirts"
0000001384,2018-08-11,Pants
0000001384,2018-08-31,Woven Shirts
0000001563,2017-09-15,"Pants,Woven Shirts"
0000001563,2017-11-24,"Jackets and Outerwear,Ponchos and Wraps,Sweaters"
0000001563,2017-11-24,"Pants,Woven Shirts"
0000001563,2017-12-10,Sweaters
0000001563,2017-12-19,"Knit Tops,Sweaters"
0000001563,2018-02-19,"Knit Tops,Shoes"
0000001563,2018-03-27,"Knit Tops,Sweaters"
0000001611,2017-02-01,Pants
0000001611,2017-07-10,Pants
0000001611,2017-09-26,"Pants,Sweaters"
0000001611,2018-01-06,Pants
0000001611,2018-01-21,"Legwear,Sweaters"
0000001611,2018-02-19,Pants
0000001611,2018-02-19,Pants
0000001611,2018-07-02,Pants
0000001611,2019-01-08,Pants
0000001611,2019-01-16,Pants
0000001622,2017-04-03,"Dresses,Knit Tops,Woven Shirts"
0000001622,2017-06-23,"Jackets and Outerwear,Knit Tops,Pants,Woven Shirts"
0000001622,2017-06-23,Pants
0000001622,2017-07-03,Dresses
0000001622,2018-01-20,"Jewelry,Sweaters"
0000001622,2018-07-12,"Dresses,Pants"
0000001622,2018-09-09,Fashion Scarves
0000001622,2019-03-10,Fashion Scarves
0000001625,2017-08-21,Pants
0000001625,2017-10-06,"Fashion Scarves,Knit Tops,Pants"
0000001625,2018-03-20,Knit Tops
0000001625,2018-09-22,"Fashion Scarves,Jackets and Outerwear,Knit Tops"
0000001625,2018-09-22,"Jackets and Outerwear,Knit Tops,Pants,Sweaters"
0000001625,2018-10-24,Jackets and Outerwear
0000001625,2018-10-24,Pants
0000001625,2018-10-31,"Knit Tops,Legwear,Sweaters"
0000001625,2019-01-20,Jackets and Outerwear
0000001625,2019-03-09,Jackets and Outerwear
0000001643,2017-08-30,Dresses
0000001643,2018-01-13,"Dresses,Knit Tops,Pants,Sweaters,Woven Shirts"
0000001643,2018-03-17,Pants
0000001643,2018-03-18,Dresses
0000001643,2018-05-05,"Dresses,Knit Tops,Pants,Sweaters,Woven Shirts"
0000001643,2018-05-27,Dresses
0000001643,2018-10-14,"Dresses,Pants"
0000001643,2018-11-10,Pants
0000001644,2017-07-12,Knit Tops
0000001644,2017-07-31,"Dresses,Knit Tops,Woven Shirts"
0000001644,2018-02-16,"Knit Tops,Sweaters,Woven Shirts"
0000001644,2018-04-09,"Knit Tops,Pants,Sweaters,Woven Shirts"
0000001644,2018-04-24,Pants
0000001644,2018-04-25,"Knit Tops,Pants"
0000001644,2018-07-10,Pants
0000001644,2019-01-05,"Knit Tops,Sweaters"
0000001644,2019-02-27,Knit Tops
0000001647,2017-07-15,"Knit Tops,Pants,Sweaters"
0000001647,2017-07-15,Pants
0000001647,2018-04-08,Knit Tops
0000001647,2018-04-08,"Knit Tops,Sweaters"
0000001647,2018-04-22,Knit Tops
0000001647,2018-05-21,Knit Tops
0000001647,2018-09-09,Knit Tops
0000001647,2018-09-09,Knit Tops
0000001673,2017-04-11,Dresses
0000001673,2018-01-27,"Jewelry,Knit Tops,Ponchos and Wraps"
0000001673,2018-04-20,Woven Shirts
0000001673,2018-04-29,Woven Shirts
0000001673,2018-05-08,Woven Shirts
0000001673,2019-02-03,"Knit Tops,Woven Shirts"
0000001794,2017-02-25,"Dresses,Knit Tops,Legwear,Sweaters,Woven Shirts"
0000001794,2017-05-10,"Dresses,Knit Tops,Pants,Sweaters"
0000001794,2017-11-04,"Dresses,Pants,Sweaters"
0000001794,2018-01-05,"Jackets and Outerwear,Knit Tops,Pants"
0000001794,2018-01-13,"Pants,Skirts,Sweaters,Woven Shirts"
0000001794,2018-06-23,"Dresses,Skirts,Woven Shirts"
0000001794,2018-06-24,Woven Shirts
0000001794,2018-06-24,Woven Shirts
0000001794,2018-06-24,Woven Shirts
0000001794,2018-08-18,Knit Tops
0000001809,2017-03-21,Knit Tops
0000001809,2017-04-11,"Jewelry,Knit Tops"
0000001809,2017-06-30,Knit Tops
0000001809,2017-12-27,Sweaters
0000001809,2018-03-12,Woven Shirts
0000001809,2018-06-19,Jewelry
0000001809,2018-07-19,Knit Tops
0000001810,2017-02-07,"Dresses,Sweaters"
0000001810,2017-04-04,Pants
0000001810,2017-04-04,Pants
0000001810,2017-08-17,"Dresses,Jewelry,Knit Tops,Pants,Sweaters"
0000001810,2017-08-17,Pants
0000001810,2017-08-30,Pants
0000001810,2017-09-09,"Dresses,Knit Tops,Sweaters"
0000001810,2018-02-20,Knit Tops
0000001830,2017-09-26,Sweaters
0000001830,2017-10-02,Woven Shirts
0000001830,2017-12-12,Knit Tops
0000001830,2018-03-15,Sweaters
0000001830,2018-09-27,Woven Shirts
0000001830,2019-01-01,"Jewelry,Pants,Woven Shirts"
0000001854,2017-02-18,"Pants,Woven Shirts"
0000001854,2017-05-20,"Fashion Scarves,Woven Shirts"
0000001854,2017-05-20,"Knit Tops,Pants,Woven Shirts"
0000001854,2018-05-30,"Fashion Scarves,Woven Shirts"
0000001854,2018-05-30,Pants
0000001854,2018-06-19,Pants
0000001854,2018-12-28,"Fashion Scarves,Jackets and Outerwear,Knit Tops,Pants,Sweaters"
0000001902,2017-03-16,"Dresses,Sweaters"
0000001902,2017-07-13,"Dresses,Woven Shirts"
0000001902,2017-07-18,Dresses
0000001902,2017-08-08,Dresses
0000001902,2017-08-25,Dresses
0000001902,2017-08-29,Dresses
0000001902,2017-10-10,Sweaters
0000001902,2017-12-12,Sweaters
0000001902,2019-01-01,Knit Tops
0000002087,2017-06-03,"Jackets and Outerwear,Knit Tops,Woven Shirts"
0000002087,2017-06-06,"Knit Tops,Woven Shirts"
0000002087,2017-10-07,"Fashion Scarves,Jackets and Outerwear,Pants,Woven Shirts"
0000002087,2017-12-02,"Jewelry,Knit Tops"
0000002087,2018-01-11,Seasonal
0000002087,2018-06-02,Pants
0000002087,2018-06-02,Skirts
0000002087,2018-06-02,Woven Shirts
0000002087,2019-03-09,Jackets and Outerwear
0000002087,2019-03-09,"Jackets and Outerwear,Woven Shirts"
0000002321,2017-02-01,Jewelry
0000002321,2017-10-18,Knit Tops
0000002321,2018-02-07,Sleepwear
0000002321,2018-02-27,Sleepwear
0000002321,2018-07-11,Knit Tops
0000002321,2018-08-08,Woven Shirts
0000002321,2018-12-09,Pants
0000002321,2019-01-13,Jackets and Outerwear
0000002340,2017-02-14,"Fashion Scarves,Jewelry,Knit Tops,Pants,Sweaters,Woven Shirts"
0000002340,2017-03-05,"Jackets and Outerwear,Jewelry,Knit Tops,Pants,Ponchos and Wraps,Shoes"
0000002340,2017-06-25,"Knit Tops,Pants"
0000002340,2017-07-03,"Knit Tops,Pants,Woven Shirts"
0000002340,2017-08-27,Shoes
0000002340,2017-09-22,"Knit Tops,Pants,Shoes"
0000002340,2017-10-12,"Pants,Sweaters,Woven Shirts"
0000002340,2018-11-25,"Seasonal,Sweaters"
0000002340,2018-12-08,"Jewelry,Legwear"
0000002454,2018-06-12,Woven Shirts
0000002454,2018-06-30,"Knit Tops,Pants,Woven Shirts"
0000002454,2018-09-20,"Knit Tops,Woven Shirts"
0000002454,2019-01-08,Woven Shirts
0000002454,2019-03-03,"Knit Tops,Woven Shirts"
0000002454,2019-03-16,"Fashion Scarves,Jackets and Outerwear"
0000002562,2017-05-10,"Knit Tops,Woven Shirts"
0000002562,2017-05-13,"Pants,Woven Shirts"
0000002562,2017-05-16,Woven Shirts
0000002562,2017-11-22,Sweaters
0000002562,2017-12-22,Sweaters
0000002562,2017-12-22,Sweaters
0000002562,2018-01-13,"Pants,Sweaters"
0000002562,2018-01-13,Sweaters
0000002562,2018-01-13,Sweaters
0000002562,2019-01-26,"Pants,Sweaters,Woven Shirts"
0000002665,2017-05-10,"Knit Tops,Pants"
0000002665,2017-05-10,Pants
0000002665,2017-05-19,Knit Tops
0000002665,2017-05-24,Knit Tops
0000002665,2017-05-25,Knit Tops
0000002665,2017-05-31,Knit Tops
0000002665,2017-12-21,"Fashion Scarves,Pants,Sweaters"
0000002665,2017-12-26,"Pants,Sweaters"
0000002675,2017-05-26,Sweaters
0000002675,2017-06-04,Knit Tops
0000002675,2017-07-07,Woven Shirts
0000002675,2017-09-09,Knit Tops
0000002675,2017-09-10,Knit Tops
0000002675,2017-11-12,Sweaters
0000002675,2017-12-03,Sweaters
0000002675,2018-05-25,Knit Tops
0000002675,2018-06-16,"Knit Tops,Woven Shirts"
0000002699,2017-04-22,"Knit Tops,Pants"
0000002699,2017-09-14,"Dresses,Knit Tops"
0000002699,2017-09-15,"Skirts,Woven Shirts"
0000002699,2018-02-18,"Dresses,Pants,Woven Shirts"
0000002699,2018-10-11,"Knit Tops,Sweaters"
0000002699,2018-12-30,"Knit Tops,Pants"
0000002699,2019-02-19,Sweaters
0000002739,2017-02-11,Pants
0000002739,2017-03-11,"Jackets and Outerwear,Knit Tops,Pants,Sweaters"
0000002739,2017-10-03,"Jackets and Outerwear,Knit Tops,Pants"
0000002739,2017-11-11,"Knit Tops,Woven Shirts"
0000002739,2017-11-11,Pants
0000002739,2018-04-29,"Jewelry,Woven Shirts"
0000002739,2018-06-24,Woven Shirts
0000002739,2018-08-06,Knit Tops
0000002739,2018-10-28,"Pants,Woven Shirts"
0000002744,2017-05-17,Knit Tops
0000002744,2017-08-16,"Dresses,Woven Shirts"
0000002744,2017-11-06,"Dresses,Knit Tops,Pants,Sweaters"
0000002744,2017-11-06,Woven Shirts
0000002744,2017-11-30,Sweaters
0000002744,2018-01-02,"Knit Tops,Pants,Woven Shirts"
0000002744,2018-02-09,"Jackets and Outerwear,Knit Tops,Pants,Sweaters"
0000002744,2019-02-01,"Jackets and Outerwear,Pants,Sweaters,Woven Shirts"
0000002772,2017-02-11,Sleepwear
0000002772,2017-02-18,Sweaters
0000002772,2017-03-11,"Knit Tops,Pants,Sweaters"
0000002772,2017-03-25,"Knit Tops,Pants"
0000002772,2017-03-25,"Knit Tops,Sweaters"
0000002772,2017-04-15,"Knit Tops,Pants,Woven Shirts"
0000002772,2017-05-21,Knit Tops
0000002772,2017-06-02,Knit Tops
0000002773,2017-05-04,Pants
0000002773,2017-12-15,"Sweaters,Woven Shirts"
0000002773,2018-05-11,Woven Shirts
0000002773,2018-08-30,"Knit Tops,Pants,Sweaters"
0000002773,2018-09-13,"Pants,Sweaters"
0000002773,2018-10-31,Jackets and Outerwear
0000002773,2018-10-31,Woven Shirts
0000002773,2018-12-20,Sweaters
0000002775,2017-04-21,"Dresses,Knit Tops,Pants"
0000002775,2017-05-16,Knit Tops
0000002775,2017-06-02,Knit Tops
0000002775,2017-06-05,Knit Tops
0000002775,2017-07-14,"Knit Tops,Woven Shirts"
0000002775,2017-07-17,"Knit Tops,Woven Shirts"
0000002775,2017-08-12,Woven Shirts
0000002775,2017-09-04,Dresses
0000002777,2017-06-16,"Dresses,Fashion Scarves"
0000002777,2017-06-17,Knit Tops
0000002777,2017-06-17,Knit Tops
0000002777,2017-11-12,"Pants,Sweaters"
0000002777,2018-01-15,"Jackets and Outerwear,Knit Tops,Pants,Sweaters"
0000002777,2018-01-21,"Dresses,Knit Tops"
0000002777,2018-07-28,"Fashion Scarves,Knit Tops,Pants"
0000002780,2017-04-01,"Fashion Scarves,Jewelry,Sweaters"
0000002780,2017-10-19,Knit Tops
0000002780,2017-11-17,Knit Tops
0000002780,2018-05-01,Dresses
0000002780,2018-05-01,"Knit Tops,Pants"
0000002780,2018-07-15,Knit Tops
0000002780,2018-07-15,Woven Shirts
0000002780,2018-10-31,Jackets and Outerwear
0000002840,2017-09-09,Dresses
0000002840,2017-09-11,"Dresses,Woven Shirts"
0000002840,2017-09-22,Woven Shirts
0000002840,2017-12-02,Ponchos and Wraps
0000002840,2017-12-02,"Skirts,Sweaters"
0000002840,2017-12-06,Sweaters
0000002840,2017-12-11,"Ponchos and Wraps,Skirts,Sweaters"
0000002841,2017-03-01,"Knit Tops,Pants,Sweaters"
0000002841,2017-05-24,"Dresses,Knit Tops,Woven Shirts"
0000002841,2018-01-07,"Jewelry,Sweaters"
0000002841,2018-06-18,Woven Shirts
0000002841,2018-06-21,Woven Shirts
0000002841,2018-08-05,Knit Tops
0000002841,2019-01-04,"Knit Tops,Pants,Sweaters"
0000002841,2019-01-25,Pants
0000002878,2017-03-14,Jewelry
0000002878,2017-04-30,"Jewelry,Shoes"
0000002878,2017-06-16,Shoes
0000002878,2018-09-19,"Jewelry,Knit Tops,Pants,Woven Shirts"
0000002878,2018-09-23,"Fashion Scarves,Pants,Sweaters"
0000002878,2018-11-30,Jackets and Outerwear
0000002878,2018-12-01,Jackets and Outerwear
0000002878,2018-12-05,Jackets and Outerwear
0000002878,2018-12-05,Sweaters
0000002878,2018-12-22,"Jewelry,Knit Tops"
0000002881,2017-05-05,Knit Tops
0000002881,2017-05-08,Knit Tops
0000002881,2017-07-20,Pants
0000002881,2017-09-05,"Knit Tops,Pants"
0000002881,2017-09-05,Pants
0000002881,2018-02-02,Shoes
0000002881,2018-04-01,"Pants,Shoes"
0000002881,2018-04-28,Knit Tops
0000002882,2017-03-22,Pants
0000002882,2017-05-08,"Knit Tops,Pants,Woven Shirts"
0000002882,2017-07-08,Knit Tops
0000002882,2017-11-17,Knit Tops
0000002882,2018-04-13,Knit Tops
0000002882,2018-05-25,Knit Tops
0000002920,2017-06-25,"Knit Tops,Pants"
0000002920,2017-07-03,Pants
0000002920,2017-07-18,"Knit Tops,Pants"
0000002920,2017-07-18,"Knit Tops,Pants"
0000002920,2017-08-23,"Knit Tops,Woven Shirts"
0000002920,2017-12-28,"Knit Tops,Pants"
0000002920,2017-12-30,"Knit Tops,Sweaters"
0000002920,2018-03-16,Sweaters
0000002940,2017-02-10,"Knit Tops,Pants"
0000002940,2017-05-31,Knit Tops
0000002940,2017-06-27,"Pants,Sweaters"
0000002940,2017-07-16,Knit Tops
0000002940,2017-08-16,Pants
0000002940,2017-10-15,Skirts
0000002940,2017-10-22,Skirts
0000002940,2018-03-14,Pants
0000002940,2018-08-25,Woven Shirts
0000002949,2017-07-05,"Pants,Woven Shirts"
0000002949,2018-06-07,"Dresses,Jackets and Outerwear"
0000002949,2018-06-13,Dresses
0000002949,2018-08-31,Dresses
0000002949,2018-11-10,Knit Tops
0000002949,2018-12-10,Dresses
0000002949,2018-12-27,"Knit Tops,Sweaters"
0000002949,2019-01-29,"Knit Tops,Sweaters"
0000002952,2017-09-14,Pants
0000002952,2017-11-29,Pants
0000002952,2017-12-15,Pants
0000002952,2018-10-10,Pants
0000002952,2018-10-10,Pants
0000002952,2018-12-12,Pants
0000002952,2018-12-20,Pants
0000003051,2017-04-27,"Knit Tops,Pants,Sweaters"
0000003051,2017-07-21,Dresses
0000003051,2018-01-15,Knit Tops
0000003051,2018-06-16,"Jackets and Outerwear,Knit Tops,Pants"
0000003051,2018-08-08,"Knit Tops,Pants"
0000003051,2018-08-08,Pants
0000003051,2018-12-22,"Pants,Sweaters"
0000003053,2017-03-12,"Knit Tops,Pants,Sweaters"
0000003053,2017-04-02,Knit Tops
0000003053,2017-12-22,"Knit Tops,Pants"
0000003053,2018-01-03,Jackets and Outerwear
0000003053,2018-02-24,Knit Tops
0000003053,2018-04-28,Knit Tops
0000003053,2018-08-12,"Knit Tops,Woven Shirts"
0000003100,2017-12-08,Sweaters
0000003100,2018-04-24,"Knit Tops,Sweaters"
0000003100,2018-06-29,Dresses
0000003100,2018-08-09,Pants
0000003100,2018-11-13,"Knit Tops,Pants,Sweaters"
0000003100,2019-01-08,"Knit Tops,Legwear"
0000003114,2017-05-17,"Knit Tops,Sweaters"
0000003114,2017-07-07,Knit Tops
0000003114,2017-07-07,"Knit Tops,Pants,Woven Shirts"
0000003114,2017-07-09,"Knit Tops,Pants"
0000003114,2017-08-22,"Pants,Sweaters,Woven Shirts"
0000003114,2017-10-24,"Knit Tops,Skirts,Woven Shirts"
0000003114,2017-12-30,"Knit Tops,Woven Shirts"
0000003114,2018-02-27,"Knit Tops,Sweaters"
0000003114,2018-03-31,"Dresses,Knit Tops,Skirts,Woven Shirts"
0000003114,2018-04-20,"Dresses,Woven Shirts"
0000003124,2017-02-25,"Knit Tops,Ponchos and Wraps"
0000003124,2017-02-26,Jackets and Outerwear
0000003124,2017-03-05,Jackets and Outerwear
0000003124,2017-11-05,"Pants,Sweaters,Woven Shirts"
0000003124,2017-11-08,Sweaters
0000003124,2017-11-15,Pants
0000003137,2018-01-09,"Shoes,Woven Shirts"
0000003137,2018-01-20,Pants
0000003137,2018-04-05,Shoes
0000003137,2018-05-05,Jackets and Outerwear
0000003137,2018-09-15,"Jackets and Outerwear,Jewelry,Shoes,Sweaters"
0000003137,2019-02-26,"Fashion Scarves,Jackets and Outerwear,Knit Tops"
0000003138,2017-06-30,Knit Tops
0000003138,2018-02-12,Pants
0000003138,2018-03-27,Pants
0000003138,2018-07-19,Pants
0000003138,2018-08-31,"Fashion Scarves,Sweaters"
0000003138,2018-11-19,Fashion Scarves
0000003138,2018-12-10,"Fashion Scarves,Knit Tops"
0000003138,2019-01-07,Knit Tops
0000003214,2017-11-08,"Knit Tops,Ponchos and Wraps"
0000003214,2017-11-16,"Sweaters,Woven Shirts"
0000003214,2018-12-20,"Seasonal,Sweaters,Woven Shirts"
0000003214,2019-01-13,Sweaters
0000003214,2019-01-13,Sweaters
0000003214,2019-01-13,Sweaters
0000003214,2019-02-17,"Belts,Jackets and Outerwear,Knit Tops,Pants,Ponchos and Wraps,Woven Shirts"
0000003214,2019-02-17,Sweaters
0000003214,2019-02-21,"Dresses,Pants"
0000003220,2017-06-18,Woven Shirts
0000003220,2017-06-26,Woven Shirts
0000003220,2018-06-15,"Pants,Sweaters"
0000003220,2018-06-29,"Pants,Sweaters"
0000003220,2018-08-31,Knit Tops
0000003220,2019-01-17,Knit Tops
0000003220,2019-01-24,Knit Tops
0000003226,2017-05-19,"Jackets and Outerwear,Jewelry,Knit Tops,Woven Shirts"
0000003226,2017-06-30,"Pants,Woven Shirts"
0000003226,2017-07-19,Pants
0000003226,2017-10-02,Knit Tops
0000003226,2017-12-14,"Fashion Scarves,Legwear,Sweaters"
0000003226,2018-06-26,"Knit Tops,Woven Shirts"
0000003226,2018-07-13,Knit Tops
0000003226,2018-12-18,"Legwear,Woven Shirts"
0000003235,2017-11-27,"Jackets and Outerwear,Knit Tops,Pants,Skirts,Sweaters"
0000003235,2018-02-10,"Dresses,Jackets and Outerwear"
0000003235,2018-03-27,"Dresses,Knit Tops,Pants,Sweaters"
0000003235,2018-03-28,Knit Tops
0000003235,2018-11-26,"Dresses,Pants,Sweaters"
0000003235,2018-12-03,Jewelry
0000003235,2018-12-03,Sweaters
0000003276,2017-02-25,Pants
0000003276,2017-10-21,Woven Shirts
0000003276,2018-01-15,"Knit Tops,Pants"
0000003276,2018-02-08,Knit Tops
0000003276,2018-02-08,Pants
0000003276,2018-04-04,Dresses
0000003276,2018-10-25,Pants
0000003278,2017-12-09,Pants
0000003278,2017-12-26,Sweaters
0000003278,2018-01-19,"Dresses,Knit Tops,Sweaters"
0000003278,2018-07-11,"Knit Tops,Skirts,Woven Shirts"
0000003278,2018-07-18,Sweaters
0000003278,2018-08-26,"Knit Tops,Pants,Sweaters"
0000003278,2018-12-03,"Boots,Pants,Sweaters"
0000003278,2019-02-14,Sweaters
0000003286,2017-03-17,Sweaters
0000003286,2017-05-20,Woven Shirts
0000003286,2017-10-07,"Fashion Scarves,Jackets and Outerwear,Jewelry,Knit Tops,Pants,Sweaters,Woven Shirts"
0000003286,2017-11-27,"Fashion Scarves,Knit Tops,Sweaters"
0000003286,2018-05-09,Pants
0000003286,2018-10-11,"Fashion Scarves,Knit Tops,Sweaters"
0000003286,2018-11-14,Fashion Scarves
0000003286,2018-11-14,"Jewelry,Knit Tops,Woven Shirts"
0000003286,2018-11-16,"Fashion Scarves,Sweaters"
0000003286,2018-12-29,"Knit Tops,Sleepwear"
0000003352,2017-04-11,"Dresses,Sweaters"
0000003352,2017-04-11,Sweaters
0000003352,2017-07-24,Dresses
0000003352,2018-03-19,Knit Tops
0000003352,2018-03-19,Pants
0000003352,2018-03-19,"Pants,Sweaters"
0000003352,2018-04-16,"Pants,Sweaters"
0000003352,2018-04-26,"Jackets and Outerwear,Knit Tops,Pants"
